Title,Price,Mileage,Location,Description,PublishedDate,Link,ImageURL,Brand,Model,Condition,Transmission,FuelType,EngineCapacity,Year
Toyota Rush J200 Petrol Lid,7000.0,,Colombo,"Colombo, Auto Parts & Accessories",11 hours,https://ikman.lk/en/ad/toyota-rush-j200-petrol-lid-for-sale-colombo,https://i.ikman-st.com/toyota-rush-j200-petrol-lid-for-sale-colombo/7359b82b-9d58-49af-8c05-245510702283/142/107/cropped.jpg,,,,,,,
Honda fit Gp2 power steering Rack,27000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/honda-fit-gp2-power-steering-rack-for-sale-colombo,https://i.ikman-st.com/honda-fit-gp2-power-steering-rack-for-sale-colombo/2dd2e234-697a-4388-b174-16c19531ce0b/142/107/cropped.jpg,,,,,,,
Bajaj Pulsar N125 2026,205000.0,0 km,Kandy,"Kandy, Motorbikes",12 hours,https://ikman.lk/en/ad/bajaj-pulsar-n125-2026-for-sale-kandy-2,https://i.ikman-st.com/bajaj-pulsar-n125-2026-for-sale-kandy-2/99906364-c331-4b08-bbbc-f0d53b4bbb6a/142/107/cropped.jpg,,,,,,,2026.0
Demak DTM 2017,170000.0,"45,000 km",Kandy,"Kandy, Motorbikes",12 hours,https://ikman.lk/en/ad/demak-dtm-2017-for-sale-kandy-582,https://i.ikman-st.com/demak-dtm-2017-for-sale-kandy-582/8a4e8bda-6d13-46d9-8239-7bab762f13c1/142/107/cropped.jpg,,,,,,,2017.0
Bajaj Discover BBN 2015,103000.0,"31,520 km",Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/bajaj-discover-bbn-2015-for-sale-gampaha-13,https://i.ikman-st.com/bajaj-discover-bbn-2015-for-sale-gampaha-13/291ec55d-526e-4c23-bbd1-d080e98d8c53/142/107/cropped.jpg,,,,,,,2015.0
Yamaha R15 2025,496470.0,0 km,Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/yamaha-r15-2025-for-sale-gampaha-6,https://i.ikman-st.com/yamaha-r15-2025-for-sale-gampaha-6/a121c516-e433-48cb-b623-5b5e0d29006c/142/107/cropped.jpg,,,,,,,2025.0
Honda Fit Gp1 Power Steering Rack,30000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/honda-fit-gp1-power-steering-rack-for-sale-colombo-5,https://i.ikman-st.com/honda-fit-gp1-power-steering-rack-for-sale-colombo-5/29fee47d-2f95-4d59-b330-a78eaea786f4/142/107/cropped.jpg,,,,,,,
Volkswagen T-Cross R-Line 2023,15500000.0,"3,000 km",Colombo,"Colombo, Cars",bump_up,https://ikman.lk/en/ad/volkswagen-t-cross-r-line-2023-for-sale-colombo-8,https://i.ikman-st.com/volkswagen-t-cross-r-line-2023-for-sale-colombo-8/51e59b4d-669f-4ae4-860b-5dd3207e9556/142/107/cropped.jpg,,,,,,,2023.0
Yamaha RayZR RAY ZR 125 2025,247470.0,0 km,Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/yamaha-rayzr-ray-zr-125-2025-for-sale-gampaha,https://i.ikman-st.com/yamaha-rayzr-ray-zr-125-2025-for-sale-gampaha/d1afd713-94d3-4a08-ae79-a9356638e62a/142/107/cropped.jpg,,,,,,,2025.0
Toyota KDH Van for rent,7500.0,,Colombo,"Colombo, Rentals",bump_up,https://ikman.lk/en/ad/toyota-kdh-van-for-rent-for-sale-colombo-434,https://i.ikman-st.com/toyota-kdh-van-for-rent-for-sale-colombo-434/2f78665b-713a-49db-b542-8fb27fb7f0e4/142/107/cropped.jpg,,,,,,,
Honda CRV VTIL-7 AUSTRALIAN 2025,31790000.0,0 km,Colombo,"Colombo, Cars",12 hours,https://ikman.lk/en/ad/honda-crv-vtil-7-australian-2025-for-sale-colombo-19,https://i.ikman-st.com/honda-crv-vtil-7-australian-2025-for-sale-colombo-19/cc86bd90-174c-48fc-adb1-4e5a2338b7ac/142/107/cropped.jpg,,,,,,,2025.0
Nissan Almera 1l Turbo 2025,11800000.0,0 km,Colombo,"Colombo, Cars",12 hours,https://ikman.lk/en/ad/nissan-almera-1l-turbo-2025-for-sale-colombo,https://i.ikman-st.com/nissan-almera-1l-turbo-2025-for-sale-colombo/62360ba9-9fc7-4a61-89b4-08fca522df94/142/107/cropped.jpg,,,,,,,2025.0
Bajaj RE 2026,1995000.0,,Vavuniya,"Vavuniya, Three Wheelers",12 hours,https://ikman.lk/en/ad/bajaj-re-2026-for-sale-vavuniya-1,https://i.ikman-st.com/bajaj-re-2026-for-sale-vavuniya-1/c718aeca-19b8-4628-b68f-04070be3b29e/142/107/cropped.jpg,,,,,,,2026.0
Toyota Axio X Grade 2015,9250000.0,"154,200 km",Colombo,"Colombo, Cars",12 hours,https://ikman.lk/en/ad/toyota-axio-x-grade-2015-for-sale-colombo-93,https://i.ikman-st.com/toyota-axio-x-grade-2015-for-sale-colombo-93/71cf9634-7452-48e1-b13e-5e8c187bd1cf/142/107/cropped.jpg,,,,,,,2015.0
Yamaha Ray ZR 2025,206970.0,0 km,Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/yamaha-ray-zr-2025-for-sale-gampaha-32,https://i.ikman-st.com/yamaha-ray-zr-2025-for-sale-gampaha-32/a6435c17-da94-42f8-9307-86c8f0c11cd9/142/107/cropped.jpg,,,,,,,2025.0
TVS Ntorq 125 2026,285000.0,0 km,Colombo,"Colombo, Motorbikes",12 hours,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-476,https://i.ikman-st.com/tvs-ntorq-125-2026-for-sale-colombo-476/c2453eb7-12b5-434c-9f4c-f78804a44554/142/107/cropped.jpg,,,,,,,2026.0
Yamaha Fzs V4 2025,362670.0,0 km,Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/yamaha-fzs-v4-2025-for-sale-gampaha-25,https://i.ikman-st.com/yamaha-fzs-v4-2025-for-sale-gampaha-25/c6528ba3-dee5-4740-8309-18a362e4fd86/142/107/cropped.jpg,,,,,,,2025.0
Battery Cooling Blower Assembly,30000.0,,Kandy,"Kandy, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/battery-cooling-blower-assembly-for-sale-kandy,https://i.ikman-st.com/battery-cooling-blower-assembly-for-sale-kandy/e3c68e79-2d7f-4489-ba43-a8ebd746f37f/142/107/cropped.jpg,,,,,,,
Rent a Car - Daihatsu mira,3800.0,,Gampaha,"Gampaha, Rentals",12 hours,https://ikman.lk/en/ad/rent-a-car-daihatsu-mira-for-sale-gampaha-85,https://i.ikman-st.com/rent-a-car-daihatsu-mira-for-sale-gampaha-85/3949cf8b-be6b-42a5-b9b1-f0536c891087/142/107/cropped.jpg,,,,,,,
Bajaj RE 4Stroke 2013,300000.0,,Gampaha,"Gampaha, Three Wheelers",12 hours,https://ikman.lk/en/ad/bajaj-re-4stroke-2013-for-sale-gampaha-84,https://i.ikman-st.com/bajaj-re-4stroke-2013-for-sale-gampaha-84/5f925e8f-c889-4a4c-ba6e-c94b6adc88e8/142/107/cropped.jpg,,,,,,,2013.0
Bajaj RE 4Stroke 2016,400000.0,,Gampaha,"Gampaha, Three Wheelers",12 hours,https://ikman.lk/en/ad/bajaj-re-4stroke-2016-for-sale-gampaha-191,https://i.ikman-st.com/bajaj-re-4stroke-2016-for-sale-gampaha-191/5ef32586-6636-49b0-90d5-a6304c26b04c/142/107/cropped.jpg,,,,,,,2016.0
KDH for Rent,13000.0,,Colombo,"Colombo, Rentals",12 hours,https://ikman.lk/en/ad/kdh-for-rent-for-sale-colombo-84,https://i.ikman-st.com/kdh-for-rent-for-sale-colombo-84/eb42a594-c5e2-449e-b5e2-bdaced2b6ba7/142/107/cropped.jpg,,,,,,,
Bajaj RE 2010,1080000.0,,Gampaha,"Gampaha, Three Wheelers",12 hours,https://ikman.lk/en/ad/bajaj-2010-for-sale-gampaha-114,https://i.ikman-st.com/bajaj-2010-for-sale-gampaha-114/2e590505-a62d-481b-a5a1-87be4d4ba889/142/107/cropped.jpg,,,,,,,2010.0
RENT A JRRP - NISSAN X TRAIL,9333.0,,Colombo,"Colombo, Rentals",12 hours,https://ikman.lk/en/ad/rent-a-jrrp-nissan-x-trail-for-sale-colombo,https://i.ikman-st.com/rent-a-jrrp-nissan-x-trail-for-sale-colombo/b0d35023-0202-4e7c-9089-5f8aa80ce204/142/107/cropped.jpg,,,,,,,
MG ZS MCE 2026,12385000.0,0 km,Colombo,"Colombo, Cars",7 days,https://ikman.lk/en/ad/mg-zs-mce-2026-for-sale-colombo-1,https://i.ikman-st.com/mg-zs-mce-2026-for-sale-colombo-1/e182c297-aba4-40db-9e3c-3ec7e8a09eb9/142/107/cropped.jpg,,,,,,,2026.0
Yamaha R15 2018,340000.0,"34,000 km",Colombo,"Colombo, Motorbikes",12 hours,https://ikman.lk/en/ad/yamaha-r15-2018-for-sale-colombo-3,https://i.ikman-st.com/yamaha-r15-2018-for-sale-colombo-3/a7404eed-4212-4b33-8bdc-6df11f78cb47/142/107/cropped.jpg,,,,,,,2018.0
BJA glanet 2019,100000.0,"31,520 km",Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/bja-glanet-2019-for-sale-gampaha-2,https://i.ikman-st.com/bja-glanet-2019-for-sale-gampaha-2/11ac8456-7574-48fa-bf9f-3c94b583faa8/142/107/cropped.jpg,,,,,,,2019.0
Nissan March K10 1985,1275000.0,"197,000 km",Nuwara Eliya,"Nuwara Eliya, Cars",12 hours,https://ikman.lk/en/ad/nissan-march-k10-1985-for-sale-nuwara-eliya,https://i.ikman-st.com/nissan-march-k10-1985-for-sale-nuwara-eliya/fe6a6476-a66e-4e8e-86e1-1b96df62f619/142/107/cropped.jpg,,,,,,,1985.0
Bajaj RE 4 stoke 2009,220000.0,,Colombo,"Colombo, Three Wheelers",bump_up,https://ikman.lk/en/ad/bajaj-re-4-stoke-2009-for-sale-colombo-2,https://i.ikman-st.com/bajaj-re-4-stoke-2009-for-sale-colombo-2/1f283fd6-3433-4279-acb8-70ca99e30c31/142/107/cropped.jpg,,,,,,,2009.0
TVS Ntorq 125 2026,159000.0,0 km,Colombo,"Colombo, Motorbikes",12 hours,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-475,https://i.ikman-st.com/tvs-ntorq-125-2026-for-sale-colombo-475/7be1f317-2f5d-4762-ad03-1fdfc2afbc47/142/107/cropped.jpg,,,,,,,2026.0
Honda CRV VTIL-7 AUSTRALIAN 2025,31590000.0,0 km,Colombo,"Colombo, Cars",12 hours,https://ikman.lk/en/ad/honda-crv-vtil-7-australian-2025-for-sale-colombo-18,https://i.ikman-st.com/honda-crv-vtil-7-australian-2025-for-sale-colombo-18/b18c35a6-d249-40da-9be9-a6e0fa92914a/142/107/cropped.jpg,,,,,,,2025.0
Hero Pleasure UJ 2009,150000.0,"31,520 km",Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/hero-pleasure-uj-2009-for-sale-gampaha-9,https://i.ikman-st.com/hero-pleasure-uj-2009-for-sale-gampaha-9/ff5911ab-2e4d-409f-a32a-4f539662312c/142/107/cropped.jpg,,,,,,,2009.0
Honda Dio BGQ 2019,217500.0,"31,520 km",Gampaha,"Gampaha, Motorbikes",12 hours,https://ikman.lk/en/ad/honda-dio-bgq-2019-for-sale-gampaha-11,https://i.ikman-st.com/honda-dio-bgq-2019-for-sale-gampaha-11/61b260b6-4e2b-4b6e-8bf4-69b935e247ce/142/107/cropped.jpg,,,,,,,2019.0
Toyota Yaris Cross HYBRID Z URBANO 2025,15700000.0,10 km,Colombo,"Colombo, Cars",bump_up,https://ikman.lk/en/ad/toyota-yaris-cross-hybrid-z-urbano-2025-for-sale-colombo,https://i.ikman-st.com/toyota-yaris-cross-hybrid-z-urbano-2025-for-sale-colombo/d4be58e0-5155-4d68-ace4-b049b43bc8ef/142/107/cropped.jpg,,,,,,,2025.0
Bajaj RE 4stoke 2011,280000.0,,Colombo,"Colombo, Three Wheelers",bump_up,https://ikman.lk/en/ad/bajaj-re-4stoke-2011-for-sale-colombo-104,https://i.ikman-st.com/bajaj-re-4stoke-2011-for-sale-colombo-104/446208d9-0ae8-4f14-8f2a-a475badf0051/142/107/cropped.jpg,,,,,,,2011.0
Yamaha RayZR 2025,247470.0,0 km,Gampaha,"Gampaha, Motorbikes",bump_up,https://ikman.lk/en/ad/yamaha-rayzr-2025-for-sale-gampaha-5,https://i.ikman-st.com/yamaha-rayzr-2025-for-sale-gampaha-5/a5c335fb-ca5e-4e07-bef8-9a2471245347/142/107/cropped.jpg,,,,,,,2025.0
Toyota Premio NZT 240 2007,7250000.0,"216,000 km",Anuradhapura,"Anuradhapura, Cars",bump_up,https://ikman.lk/en/ad/toyota-premio-nzt-240-2007-for-sale-anuradhapura,https://i.ikman-st.com/toyota-premio-nzt-240-2007-for-sale-anuradhapura/41b2ac32-fdb1-48c3-94b0-529bdf36bf1d/142/107/cropped.jpg,,,,,,,2007.0
Honda X-Blade 2019,150000.0,"32,000 km",Colombo,"Colombo, Motorbikes",12 hours,https://ikman.lk/en/ad/honda-x-blade-2019-for-sale-colombo-80,https://i.ikman-st.com/honda-x-blade-2019-for-sale-colombo-80/f8794180-8402-4743-b380-8c17e5047c87/142/107/cropped.jpg,,,,,,,2019.0
Bajaj RE 4Stroke 2010,350000.0,,Gampaha,"Gampaha, Three Wheelers",12 hours,https://ikman.lk/en/ad/bajaj-re-4stroke-2010-for-sale-gampaha-127,https://i.ikman-st.com/bajaj-re-4stroke-2010-for-sale-gampaha-127/b7617c7b-1c26-434c-be2f-e074ca2b56c3/142/107/cropped.jpg,,,,,,,2010.0
Volkswagen Taigun GT LINE B/NEW 2025,11490000.0,0 km,Colombo,"Colombo, Cars",12 hours,https://ikman.lk/en/ad/volkswagen-taigun-gt-line-b-new-2025-for-sale-colombo-3,https://i.ikman-st.com/volkswagen-taigun-gt-line-b-new-2025-for-sale-colombo-3/8776e35e-37a9-4918-8d45-c479974c694b/142/107/cropped.jpg,,,,,,,2025.0
Suzuki Wagon R FX Safety 2024,7550000.0,"3,350 km",Colombo,"Colombo, Cars",12 hours,https://ikman.lk/en/ad/suzuki-wagon-r-fx-safety-2024-for-sale-colombo-300,https://i.ikman-st.com/suzuki-wagon-r-fx-safety-2024-for-sale-colombo-300/9fc11116-9e21-4b6b-a95f-8ddbf5c41bad/142/107/cropped.jpg,,,,,,,2024.0
Rent a Car - Honda Fit GP 1,4750.0,,Colombo,"Colombo, Rentals",12 hours,https://ikman.lk/en/ad/rent-a-car-honda-fit-gp-1-for-sale-colombo-110,https://i.ikman-st.com/rent-a-car-honda-fit-gp-1-for-sale-colombo-110/e98aaec7-187c-481f-a735-ee810d9a1dd0/142/107/cropped.jpg,,,,,,,
Honda Grace -Cars for Rent,6000.0,,Colombo,"Colombo, Rentals",bump_up,https://ikman.lk/en/ad/cars-for-rent-self-drive-for-sale-colombo,https://i.ikman-st.com/cars-for-rent-self-drive-for-sale-colombo/5e929c89-b249-4d0b-b0aa-27d1fdd015af/142/107/cropped.jpg,,,,,,,
Rent a Car - Nissan X trail,11000.0,,Colombo,"Colombo, Rentals",12 hours,https://ikman.lk/en/ad/rent-a-car-nissan-x-trail-for-sale-colombo-135,https://i.ikman-st.com/rent-a-car-nissan-x-trail-for-sale-colombo-135/fb61e676-5e7e-4fae-8566-92396b2ffee6/142/107/cropped.jpg,,,,,,,
Bajaj Pulsar NS200 2018,246000.0,"32,000 km",Colombo,"Colombo, Motorbikes",12 hours,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2018-for-sale-colombo-1378,https://i.ikman-st.com/bajaj-pulsar-ns200-2018-for-sale-colombo-1378/72afd2f9-719f-4ecd-8227-1c144ea79696/142/107/cropped.jpg,,,,,,,2018.0
Tata Dimo Batta 2014,2600000.0,"17,500 km",Colombo,"Colombo, Lorries & Trucks",12 hours,https://ikman.lk/en/ad/tata-dimo-batta-2014-for-sale-colombo-18,https://i.ikman-st.com/tata-dimo-batta-2014-for-sale-colombo-18/6f42e585-f0a7-40d4-8b2d-513d0520ec22/142/107/cropped.jpg,,,,,,,2014.0
Honda Dio 2019,151000.0,"29,000 km",Colombo,"Colombo, Motorbikes",12 hours,https://ikman.lk/en/ad/honda-dio-2019-for-sale-colombo-4280,https://i.ikman-st.com/honda-dio-2019-for-sale-colombo-4280/1bc5071c-d491-4b23-ae89-c43919b216ff/142/107/cropped.jpg,,,,,,,2019.0
Bajaj RE 2026,1000000.0,,Batticaloa,"Batticaloa, Three Wheelers",12 hours,https://ikman.lk/en/ad/bajaj-re-2026-for-sale-batticaloa-3,https://i.ikman-st.com/bajaj-re-2026-for-sale-batticaloa-3/0509963e-eeb7-4b9c-bd34-c6f95a453c0f/142/107/cropped.jpg,,,,,,,2026.0
Honda fit Gp5 Ac Blower motor,9500.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/honda-fit-gp5-ac-blower-motor-for-sale-colombo,https://i.ikman-st.com/honda-fit-gp5-ac-blower-motor-for-sale-colombo/57389750-3d0e-4fe5-82ac-463c8b7c75f9/142/107/cropped.jpg,,,,,,,
Toyota Yaris X GRADE 2025,9475000.0,"2,900 km",Gampaha,"Gampaha, Cars",12 hours,https://ikman.lk/en/ad/toyota-yaris-x-grade-2025-for-sale-gampaha-23,https://i.ikman-st.com/toyota-yaris-x-grade-2025-for-sale-gampaha-23/ee568799-fc86-4891-ad5a-8df094405664/142/107/cropped.jpg,,,,,,,2025.0
Toyota prius w30 wiper Arm set with motor,12000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-prius-w30-wiper-arm-set-with-motor-for-sale-colombo,https://i.ikman-st.com/toyota-prius-w30-wiper-arm-set-with-motor-for-sale-colombo/034b8fe2-4403-4aab-8767-6aebb78afb88/142/107/cropped.jpg,,,,,,,
Toyota Passo Boon XL Safety 2023,7990000.0,"9,000 km",Colombo,"Colombo, Cars",bump_up,https://ikman.lk/en/ad/toyota-passo-boon-xl-safety-2023-for-sale-colombo-2,https://i.ikman-st.com/toyota-passo-boon-xl-safety-2023-for-sale-colombo-2/0973a579-cc7e-41da-b284-852351180655/142/107/cropped.jpg,,,,,,,2023.0
Komatsu 507 Loader 2020,4690000.0,,Kurunegala,"Kurunegala, Heavy Duty",bump_up,https://ikman.lk/en/ad/komatsu-507-loader-2020-for-sale-kurunegala,https://i.ikman-st.com/komatsu-507-loader-2020-for-sale-kurunegala/dc7716f1-b71e-485f-a126-aa2e2acb5253/142/107/cropped.jpg,,,,,,,2020.0
Kubota New lion K7 2020,495000.0,,Kurunegala,"Kurunegala, Tractors",bump_up,https://ikman.lk/en/ad/kubota-new-lion-k7-2020-for-sale-kurunegala,https://i.ikman-st.com/kubota-new-lion-k7-2020-for-sale-kurunegala/9056ea74-4836-4279-acdf-8bf08205a777/142/107/cropped.jpg,,,,,,,2020.0
"Daihatsu Mira L SA3, 2024",5995000.0,"10,800 km",Kurunegala,"Kurunegala, Cars",bump_up,https://ikman.lk/en/ad/daihatsu-mira-l-sa3-2024-for-sale-kurunegala,https://i.ikman-st.com/daihatsu-mira-l-sa3-2024-for-sale-kurunegala/f9583dfb-6e3f-4b80-8810-25901a742cab/142/107/cropped.jpg,,,,,,,2024.0
Honda feed Gp3 wiper Arm set with motor,14000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/honda-feed-gp3-wiper-arm-set-with-motor-for-sale-colombo,https://i.ikman-st.com/honda-feed-gp3-wiper-arm-set-with-motor-for-sale-colombo/21f45995-e6bf-47da-b2c0-afc63f8c40ba/142/107/cropped.jpg,,,,,,,
Honda insight ZE2 fender,18000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/honda-insight-ze2-fender-for-sale-colombo-9,https://i.ikman-st.com/honda-insight-ze2-fender-for-sale-colombo-9/ddf659ee-d059-417d-8230-2df1af5dbf9b/142/107/cropped.jpg,,,,,,,
Bajaj Pulsar NS200 2026,303145.0,0 km,Colombo,"Colombo, Motorbikes",12 hours,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2026-for-sale-colombo-27,https://i.ikman-st.com/bajaj-pulsar-ns200-2026-for-sale-colombo-27/71de67d4-40bc-4547-a2c8-2dd2517465d6/142/107/cropped.jpg,,,,,,,2026.0
Toyota Aqua wiper Arm set with Motor,12000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-aqua-wiper-arm-set-with-motor-for-sale-colombo,https://i.ikman-st.com/toyota-aqua-wiper-arm-set-with-motor-for-sale-colombo/8de5c586-071d-4c7d-88c4-a276e9ba3d94/142/107/cropped.jpg,,,,,,,
Wedding Car Toyota Axio Hybrid,120.0,,Kandy,"Kandy, Rentals",12 hours,https://ikman.lk/en/ad/wedding-car-toyota-axio-hybrid-for-sale-kandy-34,https://i.ikman-st.com/wedding-car-toyota-axio-hybrid-for-sale-kandy-34/65bc6dfa-c698-4821-a88d-2cc2ce137f46/142/107/cropped.jpg,,,,,,,
Wedding car Toyota axio,120.0,,Kandy,"Kandy, Rentals",12 hours,https://ikman.lk/en/ad/wedding-car-toyota-axio-for-sale-kandy-48,https://i.ikman-st.com/wedding-car-toyota-axio-for-sale-kandy-48/b3b75d69-ce32-47b2-80c1-c4d12a0a473d/142/107/cropped.jpg,,,,,,,
nissan Teana J32 shell,65000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/nissan-teana-j32-shell-for-sale-colombo,https://i.ikman-st.com/nissan-teana-j32-shell-for-sale-colombo/edabdc2e-0357-44ef-97fe-3e7ea295da05/142/107/cropped.jpg,,,,,,,
Toyota ALPHARD ATH10W Dicky Door Complete,100000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-dicky-door-complete-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-dicky-door-complete-for-sale-colombo/4e2969b8-74da-4d0f-ae9f-09172ff27411/142/107/cropped.jpg,,,,,,,
Nissan K12 March Coil Plug,8500.0,,Kalutara,"Kalutara, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/nissan-k12-march-coil-plug-for-sale-kalutara,https://i.ikman-st.com/nissan-k12-march-coil-plug-for-sale-kalutara/d81b76a0-6e72-400c-9242-57d4525dc563/142/107/cropped.jpg,,,,,,,
Toyota Carina GT AT212 Tail Lamp LH,18000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-carina-gt-at212-tail-lamp-lh-for-sale-colombo,https://i.ikman-st.com/toyota-carina-gt-at212-tail-lamp-lh-for-sale-colombo/d6f3cccf-8c98-4337-a41d-7b8eec837cca/142/107/cropped.jpg,,,,,,,
Toyota Alphard ATH10W Front Door Right Side,55000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-front-door-right-side-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-front-door-right-side-for-sale-colombo/dd4cc3d4-14ac-4388-b6d9-5cb94d4a0446/142/107/cropped.jpg,,,,,,,
Toyota ALPHARD ATH10W Side Door Right,55000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-side-door-right-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-side-door-right-for-sale-colombo/dc7f7536-c0a9-4e2b-8a68-1091b13e5db5/142/107/cropped.jpg,,,,,,,
Toyota ALPHARD ATH10W Side Door Left,55000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-side-door-left-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-side-door-left-for-sale-colombo/56a014b9-cc8b-4ab7-a1ba-86a3b871ea01/142/107/cropped.jpg,,,,,,,
Toyota Alphard ATH10W Front Bumper With Fog Lamps,95000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-front-bumper-with-fog-lamps-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-front-bumper-with-fog-lamps-for-sale-colombo/67eadd4f-ce56-4ab7-b8e8-af04610ea70a/142/107/cropped.jpg,,,,,,,
Toyota AE110 Sprinter Power Window Door Set,110000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-ae110-sprinter-power-window-door-set-for-sale-colombo,https://i.ikman-st.com/toyota-ae110-sprinter-power-window-door-set-for-sale-colombo/638e2284-4d90-4f1a-b494-b316a625ef79/142/107/cropped.jpg,,,,,,,
Toyota Alphard ATH10W Rear Bumper,55000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-rear-bumper-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-rear-bumper-for-sale-colombo/07b30da9-a573-45ef-a828-2fd2bf02a835/142/107/cropped.jpg,,,,,,,
Suzuki wagon R MH44s brack booshter,20000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/suzuki-wagon-r-mh44s-brack-booshter-for-sale-colombo,https://i.ikman-st.com/suzuki-wagon-r-mh44s-brack-booshter-for-sale-colombo/119dc0ef-a379-41b0-bc74-91f107f0c15d/142/107/cropped.jpg,,,,,,,
Toyota Alphard ATH10W Dicky Door Shock Set,20000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-dicky-door-shock-set-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-dicky-door-shock-set-for-sale-colombo/4eabd66d-dea2-4e80-b67d-d8e1a2e1bc08/142/107/cropped.jpg,,,,,,,
Toyota Alphard ATH10w Front Shell,35000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-front-shell-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-front-shell-for-sale-colombo/a8839548-4238-4be2-bc1e-bddc3295b167/142/107/cropped.jpg,,,,,,,
Toyota Alphard ATH10W Fender Left & Right Side,25000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-fender-left-and-right-side-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-fender-left-and-right-side-for-sale-colombo/f2d814e5-9b00-4ad3-b32c-6c9dea29ee64/142/107/cropped.jpg,,,,,,,
Toyota Alphard ATH10W Bonnet,65000.0,,Colombo,"Colombo, Auto Parts & Accessories",12 hours,https://ikman.lk/en/ad/toyota-alphard-ath10w-bonnet-for-sale-colombo,https://i.ikman-st.com/toyota-alphard-ath10w-bonnet-for-sale-colombo/60013de9-b189-474b-9a7f-192a22988194/142/107/cropped.jpg,,,,,,,
Toyota Passo 2008,5500000.0,"110,000 km",Hambantota,"Hambantota, Cars",bump_up,https://ikman.lk/en/ad/toyota-passo-2008-for-sale-hambantota-1,https://i.ikman-st.com/toyota-passo-2008-for-sale-hambantota-1/bfff72eb-d2c3-4edb-9a6f-345937202773/142/107/cropped.jpg,,,,,,,2008.0
Car for Rent MG ZS SUV,190000.0,,Colombo,"Colombo, Rentals",bump_up,https://ikman.lk/en/ad/car-for-rent-mg-zs-suv-for-sale-colombo-4,https://i.ikman-st.com/car-for-rent-mg-zs-suv-for-sale-colombo-4/166dad3a-6f69-4e6f-b99d-5606fc71f174/142/107/cropped.jpg,,,,,,,
